y_true,score
0,0.006911224
0,0.0031203926
0,0.0065192897
0,0.0163863
0,0.003390595
0,0.0011774338
0,0.004427897
0,0.0022845003
0,0.013799881
0,0.002066696
0,0.0011359158
0,0.03252011
0,0.002964094
0,0.0056490847
0,0.005585564
0,0.12154958
0,0.0015861774
0,0.0013053437
0,0.0093825115
0,0.011953662
0,0.017455254
0,0.0042416616
0,0.0020656933
0,0.006556884
0,0.001580195
0,0.00079450104
0,0.011490631
0,0.0043086144
0,0.009075225
0,0.0032867533
0,0.0024740244
0,0.0028960316
0,0.002454981
0,0.005917657
0,0.0013009654
0,0.015614892
0,0.13756157
0,0.0037622456
0,0.008724592
0,0.0016016656
0,0.005729032
0,0.013040531
0,0.0020940497
0,0.28476298
0,0.14400329
0,0.009206655
0,0.024688588
0,0.004038097
0,0.0023649235
0,0.0024735548
0,0.0014367362
0,0.0024079643
0,0.0025754794
0,0.016610024
0,0.04566408
0,0.002247751
0,0.0006935522
0,0.0052577686
0,0.0012745903
0,0.0017781891
0,0.010121799
0,0.002106512
0,0.024972755
